triplet_id,split,intervention,canonical_smiles,connectivity_smiles,molecule_type,component_count,positive_id,positive_text,negative_id,negative_text,negative_strategy,target_surrogate
mol_pair_triplet_rapamycin_fasting_insulin,val,Rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,single_molecule,1,pair:rapamycin_fasting_insulin,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Useful when rapamycin-like effects spill into insulin signaling or metabolic adaptation.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,fasting insulin
mol_pair_triplet_rapamycin_gdf15,val,Rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,single_molecule,1,pair:rapamycin_gdf15,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Stress-response marker that can capture systemic adaptation and tolerability signals.,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,same_category,GDF15
mol_pair_triplet_acarbose_hba1c,train,Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,single_molecule,1,pair:acarbose_hba1c,Drug intervention: Acarbose. Mechanism: postprandial glucose modulation. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.860. Surrogate confidence: 0.830. Literature support: 0.790. Reason: Classic downstream surrogate for reduced glucose excursions over time.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,HbA1c
mol_pair_triplet_acarbose_fasting_glucose,train,Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,single_molecule,1,pair:acarbose_fasting_glucose,Drug intervention: Acarbose. Mechanism: postprandial glucose modulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.800. Literature support: 0.760. Reason: Direct and interpretable surrogate for improved glycemic exposure.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,fasting glucose
mol_pair_triplet_acarbose_fasting_insulin,train,Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,single_molecule,1,pair:acarbose_fasting_insulin,Drug intervention: Acarbose. Mechanism: postprandial glucose modulation. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.790. Surrogate confidence: 0.760. Literature support: 0.700. Reason: Helps capture downstream reductions in insulin demand.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,fasting insulin
mol_pair_triplet_acarbose_homa_ir,train,Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,single_molecule,1,pair:acarbose_homa_ir,Drug intervention: Acarbose. Mechanism: postprandial glucose modulation. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.780. Surrogate confidence: 0.750. Literature support: 0.690. Reason: Useful summary surrogate when insulin resistance is part of the trial story.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,HOMA-IR
mol_pair_triplet_acarbose_triglycerides,train,Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,single_molecule,1,pair:acarbose_triglycerides,Drug intervention: Acarbose. Mechanism: postprandial glucose modulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.710. Surrogate confidence: 0.630. Literature support: 0.620. Reason: Cardiometabolic readout that often improves alongside better postprandial control.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,triglycerides
mol_pair_triplet_acarbose_crp,train,Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,single_molecule,1,pair:acarbose_crp,Drug intervention: Acarbose. Mechanism: postprandial glucose modulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.670. Surrogate confidence: 0.580. Literature support: 0.560. Reason: Secondary inflammation surrogate when metabolic improvement reduces low-grade inflammation.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,CRP
mol_pair_triplet_semaglutide_hba1c,test,Semaglutide,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,single_molecule,1,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,HbA1c
mol_pair_triplet_semaglutide_fasting_glucose,test,Semaglutide,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,single_molecule,1,pair:semaglutide_fasting_glucose,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.870. Surrogate confidence: 0.850. Literature support: 0.820. Reason: Rapid readout of improved glucose regulation.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,fasting glucose
