query_id,doc_id,relevance,target_intervention
query_fisetin_mechanism_prompt,pair:fisetin_sasp_panel,3,Fisetin
query_fisetin_mechanism_prompt,pair:fisetin_p16ink4a_expression,3,Fisetin
query_fisetin_mechanism_prompt,pair:fisetin_il6,3,Fisetin
query_fisetin_mechanism_prompt,pair:fisetin_tnf_alpha,2,Fisetin
query_fisetin_mechanism_prompt,pair:fisetin_gdf15,2,Fisetin
query_fisetin_biology_prompt,pair:fisetin_sasp_panel,3,Fisetin
query_fisetin_biology_prompt,pair:fisetin_p16ink4a_expression,3,Fisetin
query_fisetin_biology_prompt,pair:fisetin_il6,3,Fisetin
query_fisetin_biology_prompt,pair:fisetin_tnf_alpha,2,Fisetin
query_fisetin_biology_prompt,pair:fisetin_gdf15,2,Fisetin
query_fisetin_trial_prompt,pair:fisetin_sasp_panel,3,Fisetin
query_fisetin_trial_prompt,pair:fisetin_p16ink4a_expression,3,Fisetin
query_fisetin_trial_prompt,pair:fisetin_il6,3,Fisetin
query_fisetin_trial_prompt,pair:fisetin_tnf_alpha,2,Fisetin
query_fisetin_trial_prompt,pair:fisetin_gdf15,2,Fisetin
query_liraglutide_mechanism_prompt,pair:liraglutide_hba1c,3,Liraglutide
query_liraglutide_mechanism_prompt,pair:liraglutide_fasting_glucose,3,Liraglutide
query_liraglutide_mechanism_prompt,pair:liraglutide_body_fat_percentage,3,Liraglutide
query_liraglutide_mechanism_prompt,pair:liraglutide_fasting_insulin,2,Liraglutide
query_liraglutide_mechanism_prompt,pair:liraglutide_triglycerides,2,Liraglutide
query_liraglutide_mechanism_prompt,pair:liraglutide_crp,2,Liraglutide
query_liraglutide_biology_prompt,pair:liraglutide_hba1c,3,Liraglutide
query_liraglutide_biology_prompt,pair:liraglutide_fasting_glucose,3,Liraglutide
query_liraglutide_biology_prompt,pair:liraglutide_body_fat_percentage,3,Liraglutide
query_liraglutide_biology_prompt,pair:liraglutide_fasting_insulin,2,Liraglutide
query_liraglutide_biology_prompt,pair:liraglutide_triglycerides,2,Liraglutide
query_liraglutide_biology_prompt,pair:liraglutide_crp,2,Liraglutide
query_liraglutide_trial_prompt,pair:liraglutide_hba1c,3,Liraglutide
query_liraglutide_trial_prompt,pair:liraglutide_fasting_glucose,3,Liraglutide
query_liraglutide_trial_prompt,pair:liraglutide_body_fat_percentage,3,Liraglutide
query_liraglutide_trial_prompt,pair:liraglutide_fasting_insulin,2,Liraglutide
query_liraglutide_trial_prompt,pair:liraglutide_triglycerides,2,Liraglutide
query_liraglutide_trial_prompt,pair:liraglutide_crp,2,Liraglutide
query_metformin_mechanism_prompt,pair:metformin_hba1c,3,Metformin
query_metformin_mechanism_prompt,pair:metformin_fasting_insulin,3,Metformin
query_metformin_mechanism_prompt,pair:metformin_homa_ir,3,Metformin
query_metformin_mechanism_prompt,pair:metformin_gdf15,2,Metformin
query_metformin_mechanism_prompt,pair:metformin_crp,2,Metformin
query_metformin_mechanism_prompt,pair:metformin_il6,2,Metformin
query_metformin_biology_prompt,pair:metformin_hba1c,3,Metformin
query_metformin_biology_prompt,pair:metformin_fasting_insulin,3,Metformin
query_metformin_biology_prompt,pair:metformin_homa_ir,3,Metformin
query_metformin_biology_prompt,pair:metformin_gdf15,2,Metformin
query_metformin_biology_prompt,pair:metformin_crp,2,Metformin
query_metformin_biology_prompt,pair:metformin_il6,2,Metformin
query_metformin_trial_prompt,pair:metformin_hba1c,3,Metformin
query_metformin_trial_prompt,pair:metformin_fasting_insulin,3,Metformin
query_metformin_trial_prompt,pair:metformin_homa_ir,3,Metformin
query_metformin_trial_prompt,pair:metformin_gdf15,2,Metformin
query_metformin_trial_prompt,pair:metformin_crp,2,Metformin
query_metformin_trial_prompt,pair:metformin_il6,2,Metformin
query_nmn_mechanism_prompt,pair:nmn_nad_nadh_ratio,3,NMN
query_nmn_mechanism_prompt,pair:nmn_atp_production,3,NMN
query_nmn_mechanism_prompt,pair:nmn_mtdna_copy_number,3,NMN
query_nmn_mechanism_prompt,pair:nmn_epigenetic_clock,2,NMN
query_nmn_mechanism_prompt,pair:nmn_fasting_insulin,2,NMN
query_nmn_mechanism_prompt,pair:nmn_crp,2,NMN
query_nmn_biology_prompt,pair:nmn_nad_nadh_ratio,3,NMN
query_nmn_biology_prompt,pair:nmn_atp_production,3,NMN
query_nmn_biology_prompt,pair:nmn_mtdna_copy_number,3,NMN
query_nmn_biology_prompt,pair:nmn_epigenetic_clock,2,NMN
query_nmn_biology_prompt,pair:nmn_fasting_insulin,2,NMN
query_nmn_biology_prompt,pair:nmn_crp,2,NMN
query_nmn_trial_prompt,pair:nmn_nad_nadh_ratio,3,NMN
query_nmn_trial_prompt,pair:nmn_atp_production,3,NMN
query_nmn_trial_prompt,pair:nmn_mtdna_copy_number,3,NMN
query_nmn_trial_prompt,pair:nmn_epigenetic_clock,2,NMN
query_nmn_trial_prompt,pair:nmn_fasting_insulin,2,NMN
query_nmn_trial_prompt,pair:nmn_crp,2,NMN
query_nicotinamide_riboside_mechanism_prompt,pair:nicotinamide_riboside_nad_nadh_ratio,3,Nicotinamide Riboside
query_nicotinamide_riboside_mechanism_prompt,pair:nicotinamide_riboside_atp_production,3,Nicotinamide Riboside
query_nicotinamide_riboside_mechanism_prompt,pair:nicotinamide_riboside_mtdna_copy_number,3,Nicotinamide Riboside
query_nicotinamide_riboside_mechanism_prompt,pair:nicotinamide_riboside_fasting_insulin,2,Nicotinamide Riboside
query_nicotinamide_riboside_mechanism_prompt,pair:nicotinamide_riboside_crp,2,Nicotinamide Riboside
query_nicotinamide_riboside_mechanism_prompt,pair:nicotinamide_riboside_il6,2,Nicotinamide Riboside
query_nicotinamide_riboside_biology_prompt,pair:nicotinamide_riboside_nad_nadh_ratio,3,Nicotinamide Riboside
query_nicotinamide_riboside_biology_prompt,pair:nicotinamide_riboside_atp_production,3,Nicotinamide Riboside
query_nicotinamide_riboside_biology_prompt,pair:nicotinamide_riboside_mtdna_copy_number,3,Nicotinamide Riboside
query_nicotinamide_riboside_biology_prompt,pair:nicotinamide_riboside_fasting_insulin,2,Nicotinamide Riboside
query_nicotinamide_riboside_biology_prompt,pair:nicotinamide_riboside_crp,2,Nicotinamide Riboside
query_nicotinamide_riboside_biology_prompt,pair:nicotinamide_riboside_il6,2,Nicotinamide Riboside
query_nicotinamide_riboside_trial_prompt,pair:nicotinamide_riboside_nad_nadh_ratio,3,Nicotinamide Riboside
query_nicotinamide_riboside_trial_prompt,pair:nicotinamide_riboside_atp_production,3,Nicotinamide Riboside
query_nicotinamide_riboside_trial_prompt,pair:nicotinamide_riboside_mtdna_copy_number,3,Nicotinamide Riboside
query_nicotinamide_riboside_trial_prompt,pair:nicotinamide_riboside_fasting_insulin,2,Nicotinamide Riboside
query_nicotinamide_riboside_trial_prompt,pair:nicotinamide_riboside_crp,2,Nicotinamide Riboside
query_nicotinamide_riboside_trial_prompt,pair:nicotinamide_riboside_il6,2,Nicotinamide Riboside
query_rapamycin_mechanism_prompt,pair:rapamycin_il6,3,Rapamycin
query_rapamycin_mechanism_prompt,pair:rapamycin_crp,3,Rapamycin
query_rapamycin_mechanism_prompt,pair:rapamycin_epigenetic_clock,3,Rapamycin
query_rapamycin_mechanism_prompt,pair:rapamycin_igf_1,2,Rapamycin
query_rapamycin_mechanism_prompt,pair:rapamycin_fasting_insulin,2,Rapamycin
query_rapamycin_mechanism_prompt,pair:rapamycin_gdf15,2,Rapamycin
query_rapamycin_biology_prompt,pair:rapamycin_il6,3,Rapamycin
query_rapamycin_biology_prompt,pair:rapamycin_crp,3,Rapamycin
query_rapamycin_biology_prompt,pair:rapamycin_epigenetic_clock,3,Rapamycin
query_rapamycin_biology_prompt,pair:rapamycin_igf_1,2,Rapamycin
query_rapamycin_biology_prompt,pair:rapamycin_fasting_insulin,2,Rapamycin
query_rapamycin_biology_prompt,pair:rapamycin_gdf15,2,Rapamycin
query_rapamycin_trial_prompt,pair:rapamycin_il6,3,Rapamycin
query_rapamycin_trial_prompt,pair:rapamycin_crp,3,Rapamycin
query_rapamycin_trial_prompt,pair:rapamycin_epigenetic_clock,3,Rapamycin
query_rapamycin_trial_prompt,pair:rapamycin_igf_1,2,Rapamycin
query_rapamycin_trial_prompt,pair:rapamycin_fasting_insulin,2,Rapamycin
query_rapamycin_trial_prompt,pair:rapamycin_gdf15,2,Rapamycin
query_resveratrol_mechanism_prompt,pair:resveratrol_crp,3,Resveratrol
query_resveratrol_mechanism_prompt,pair:resveratrol_il6,3,Resveratrol
query_resveratrol_mechanism_prompt,pair:resveratrol_homa_ir,3,Resveratrol
query_resveratrol_mechanism_prompt,pair:resveratrol_tnf_alpha,2,Resveratrol
query_resveratrol_mechanism_prompt,pair:resveratrol_fasting_glucose,2,Resveratrol
query_resveratrol_mechanism_prompt,pair:resveratrol_triglycerides,2,Resveratrol
query_resveratrol_biology_prompt,pair:resveratrol_crp,3,Resveratrol
query_resveratrol_biology_prompt,pair:resveratrol_il6,3,Resveratrol
query_resveratrol_biology_prompt,pair:resveratrol_homa_ir,3,Resveratrol
query_resveratrol_biology_prompt,pair:resveratrol_tnf_alpha,2,Resveratrol
query_resveratrol_biology_prompt,pair:resveratrol_fasting_glucose,2,Resveratrol
query_resveratrol_biology_prompt,pair:resveratrol_triglycerides,2,Resveratrol
query_resveratrol_trial_prompt,pair:resveratrol_crp,3,Resveratrol
query_resveratrol_trial_prompt,pair:resveratrol_il6,3,Resveratrol
query_resveratrol_trial_prompt,pair:resveratrol_homa_ir,3,Resveratrol
query_resveratrol_trial_prompt,pair:resveratrol_tnf_alpha,2,Resveratrol
query_resveratrol_trial_prompt,pair:resveratrol_fasting_glucose,2,Resveratrol
query_resveratrol_trial_prompt,pair:resveratrol_triglycerides,2,Resveratrol
query_semaglutide_mechanism_prompt,pair:semaglutide_hba1c,3,Semaglutide
query_semaglutide_mechanism_prompt,pair:semaglutide_fasting_glucose,3,Semaglutide
query_semaglutide_mechanism_prompt,pair:semaglutide_body_fat_percentage,3,Semaglutide
query_semaglutide_mechanism_prompt,pair:semaglutide_fasting_insulin,2,Semaglutide
query_semaglutide_mechanism_prompt,pair:semaglutide_triglycerides,2,Semaglutide
query_semaglutide_mechanism_prompt,pair:semaglutide_ldl_c,2,Semaglutide
query_semaglutide_biology_prompt,pair:semaglutide_hba1c,3,Semaglutide
query_semaglutide_biology_prompt,pair:semaglutide_fasting_glucose,3,Semaglutide
query_semaglutide_biology_prompt,pair:semaglutide_body_fat_percentage,3,Semaglutide
query_semaglutide_biology_prompt,pair:semaglutide_fasting_insulin,2,Semaglutide
query_semaglutide_biology_prompt,pair:semaglutide_triglycerides,2,Semaglutide
query_semaglutide_biology_prompt,pair:semaglutide_ldl_c,2,Semaglutide
query_semaglutide_trial_prompt,pair:semaglutide_hba1c,3,Semaglutide
query_semaglutide_trial_prompt,pair:semaglutide_fasting_glucose,3,Semaglutide
query_semaglutide_trial_prompt,pair:semaglutide_body_fat_percentage,3,Semaglutide
query_semaglutide_trial_prompt,pair:semaglutide_fasting_insulin,2,Semaglutide
query_semaglutide_trial_prompt,pair:semaglutide_triglycerides,2,Semaglutide
query_semaglutide_trial_prompt,pair:semaglutide_ldl_c,2,Semaglutide
query_spermidine_mechanism_prompt,pair:spermidine_epigenetic_clock,3,Spermidine
query_spermidine_mechanism_prompt,pair:spermidine_crp,3,Spermidine
query_spermidine_mechanism_prompt,pair:spermidine_il6,3,Spermidine
query_spermidine_mechanism_prompt,pair:spermidine_mtdna_copy_number,2,Spermidine
query_spermidine_mechanism_prompt,pair:spermidine_gdf15,2,Spermidine
query_spermidine_biology_prompt,pair:spermidine_epigenetic_clock,3,Spermidine
query_spermidine_biology_prompt,pair:spermidine_crp,3,Spermidine
query_spermidine_biology_prompt,pair:spermidine_il6,3,Spermidine
query_spermidine_biology_prompt,pair:spermidine_mtdna_copy_number,2,Spermidine
query_spermidine_biology_prompt,pair:spermidine_gdf15,2,Spermidine
query_spermidine_trial_prompt,pair:spermidine_epigenetic_clock,3,Spermidine
query_spermidine_trial_prompt,pair:spermidine_crp,3,Spermidine
query_spermidine_trial_prompt,pair:spermidine_il6,3,Spermidine
query_spermidine_trial_prompt,pair:spermidine_mtdna_copy_number,2,Spermidine
query_spermidine_trial_prompt,pair:spermidine_gdf15,2,Spermidine
demo_query_1,pair:metformin_hba1c,3,Metformin
demo_query_1,pair:metformin_fasting_insulin,3,Metformin
demo_query_1,pair:metformin_homa_ir,3,Metformin
demo_query_1,pair:metformin_gdf15,2,Metformin
demo_query_1,pair:metformin_crp,2,Metformin
demo_query_1,pair:metformin_il6,2,Metformin
demo_query_1,pair:acarbose_hba1c,1,Acarbose
demo_query_1,pair:acarbose_fasting_glucose,1,Acarbose
demo_query_1,pair:acarbose_fasting_insulin,1,Acarbose
demo_query_1,pair:empagliflozin_hba1c,1,Empagliflozin
demo_query_1,pair:empagliflozin_fasting_glucose,1,Empagliflozin
demo_query_1,pair:empagliflozin_nt_probnp,1,Empagliflozin
demo_query_2,pair:rapamycin_il6,3,Rapamycin
demo_query_2,pair:rapamycin_crp,3,Rapamycin
demo_query_2,pair:rapamycin_epigenetic_clock,3,Rapamycin
demo_query_2,pair:rapamycin_igf_1,2,Rapamycin
demo_query_2,pair:rapamycin_fasting_insulin,2,Rapamycin
demo_query_2,pair:rapamycin_gdf15,2,Rapamycin
demo_query_2,pair:spermidine_epigenetic_clock,1,Spermidine
demo_query_2,pair:spermidine_crp,1,Spermidine
demo_query_2,pair:spermidine_il6,1,Spermidine
demo_query_2,pair:metformin_hba1c,1,Metformin
demo_query_2,pair:metformin_fasting_insulin,1,Metformin
demo_query_2,pair:metformin_homa_ir,1,Metformin
demo_query_3,pair:semaglutide_hba1c,3,Semaglutide
demo_query_3,pair:semaglutide_fasting_glucose,3,Semaglutide
demo_query_3,pair:semaglutide_body_fat_percentage,3,Semaglutide
demo_query_3,pair:semaglutide_fasting_insulin,2,Semaglutide
demo_query_3,pair:semaglutide_triglycerides,2,Semaglutide
demo_query_3,pair:semaglutide_ldl_c,2,Semaglutide
demo_query_3,pair:liraglutide_hba1c,1,Liraglutide
demo_query_3,pair:liraglutide_fasting_glucose,1,Liraglutide
demo_query_3,pair:liraglutide_body_fat_percentage,1,Liraglutide
demo_query_3,pair:empagliflozin_hba1c,1,Empagliflozin
demo_query_3,pair:empagliflozin_fasting_glucose,1,Empagliflozin
demo_query_3,pair:empagliflozin_nt_probnp,1,Empagliflozin
demo_query_4,pair:dasatinib_quercetin_sasp_panel,3,Dasatinib + Quercetin
demo_query_4,pair:dasatinib_quercetin_p16ink4a_expression,3,Dasatinib + Quercetin
demo_query_4,pair:dasatinib_quercetin_il6,3,Dasatinib + Quercetin
demo_query_4,pair:dasatinib_quercetin_tnf_alpha,2,Dasatinib + Quercetin
demo_query_4,pair:dasatinib_quercetin_gdf15,2,Dasatinib + Quercetin
demo_query_4,pair:dasatinib_quercetin_crp,2,Dasatinib + Quercetin
demo_query_4,pair:fisetin_sasp_panel,1,Fisetin
demo_query_4,pair:fisetin_p16ink4a_expression,1,Fisetin
demo_query_4,pair:fisetin_il6,1,Fisetin
demo_query_5,pair:nicotinamide_riboside_nad_nadh_ratio,3,Nicotinamide Riboside
demo_query_5,pair:nicotinamide_riboside_atp_production,3,Nicotinamide Riboside
demo_query_5,pair:nicotinamide_riboside_mtdna_copy_number,3,Nicotinamide Riboside
demo_query_5,pair:nicotinamide_riboside_fasting_insulin,2,Nicotinamide Riboside
demo_query_5,pair:nicotinamide_riboside_crp,2,Nicotinamide Riboside
demo_query_5,pair:nicotinamide_riboside_il6,2,Nicotinamide Riboside
demo_query_5,pair:nmn_nad_nadh_ratio,1,NMN
demo_query_5,pair:nmn_atp_production,1,NMN
demo_query_5,pair:nmn_mtdna_copy_number,1,NMN
demo_query_6,pair:resveratrol_crp,3,Resveratrol
demo_query_6,pair:resveratrol_il6,3,Resveratrol
demo_query_6,pair:resveratrol_homa_ir,3,Resveratrol
demo_query_6,pair:resveratrol_tnf_alpha,2,Resveratrol
demo_query_6,pair:resveratrol_fasting_glucose,2,Resveratrol
demo_query_6,pair:resveratrol_triglycerides,2,Resveratrol
demo_query_6,pair:fisetin_sasp_panel,1,Fisetin
demo_query_6,pair:fisetin_p16ink4a_expression,1,Fisetin
demo_query_6,pair:fisetin_il6,1,Fisetin
demo_query_6,pair:spermidine_epigenetic_clock,1,Spermidine
demo_query_6,pair:spermidine_crp,1,Spermidine
demo_query_6,pair:spermidine_il6,1,Spermidine
